id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
25910697,Amazing and bright flat in heart of Prague,194721789,Hannie,,Praha 2,50.07065,14.43134,Entire home/apt,1890,1,60,2019-09-15,3.89,1,322
25912205,"Penthouse 2kk, terrace,  parking",177381036,Natálie /Jiří,,Praha 13,50.04504,14.3215,Entire home/apt,5220,1,19,2019-06-11,1.23,3,82
25912311,Family Studio 15 min to Old Town + free garage,192848027,Jiri,,Praha 5,50.0342,14.38959,Entire home/apt,1181,1,11,2019-04-28,0.71,3,0
25912626,"Cosy rooftop apartment, amazing view and location",137277415,Jan,,Praha 6,50.10795,14.38125,Entire home/apt,1488,2,3,2018-08-19,0.20,1,58
25915527,Renovated Apartment Inspired by History,194766458,Kryštof,,Praha 5,50.07232,14.40427,Entire home/apt,3094,1,95,2019-09-29,6.01,1,269
25929468,Out of the noise & easy walk to centre,3165181,Katka,,Praha 2,50.07887,14.43521,Entire home/apt,1890,2,41,2019-09-14,2.83,2,67
25932549,Exclusive Apartment Kolbenova  next to subway,194919528,Šárka,,Praha 9,50.11255,14.51734,Entire home/apt,898,3,12,2019-08-31,0.78,1,13
25932609,True Prague home: Live like Prague people,21119322,Radim,,Praha 5,50.06891,14.3992,Entire home/apt,590,2,2,2019-02-02,0.24,2,0
25935216,NEW apartment - the best location in Prague,87683064,Jakub,,Praha 6,50.09736,14.40445,Entire home/apt,992,2,58,2019-09-22,3.91,10,133
25942164,Apartment Malá Strana,43845155,Andrea,,Praha 1,50.08716,14.39665,Entire home/apt,2291,2,1,2019-05-05,0.20,1,173
25953859,Flat Elsa,52206726,Dario,,Praha 6,50.1027,14.40686,Entire home/apt,779,1,1,2018-08-07,0.07,1,0
25954674,Lovely 55 Apartment,3279605,Elena And Kira,,Praha 2,50.0747,14.42976,Entire home/apt,1677,1,3,2018-07-06,0.20,15,365
25954965,Quiet flat with barbecue garden Praha 3,193253424,Klára,,Praha 3,50.08958,14.47207,Entire home/apt,1181,1,23,2019-01-06,1.61,1,0
25955738,Modern apartment for you close to center (3),1091596,Natalia,,Praha 3,50.08795,14.45001,Entire home/apt,898,3,49,2019-08-20,3.17,9,88
25958824,Grand Apartment,195125316,Alex,,Praha 1,50.08831,14.41556,Entire home/apt,4795,3,40,2019-09-12,2.54,1,79
25968789,"Calm,cousy flat with big terase",102759774,Andrea,,Praha 10,50.05357,14.51396,Shared room,992,1,4,2019-06-13,0.27,3,118
25969227,OLD TOWN Chic Studio NEW,5463516,Zuzana,,Praha 1,50.08991,14.42511,Entire home/apt,1275,2,77,2019-09-22,4.90,66,50
25973408,Big private room!,68134004,Todd,,Praha 4,50.06187,14.43714,Private room,756,2,6,2019-06-10,0.38,2,0
25986203,ZenkLOVE,11390590,Mario,,Praha 8,50.10855,14.47298,Private room,1205,2,0,,,1,0
25986388,Prague center two bedroom modern apartment,195332034,Ksenia,,Praha 4,50.05821,14.42891,Entire home/apt,1299,1,69,2019-09-12,4.53,1,194
25989382,Apartment Prague -Sunny flat with air conditioning,1629431,Alex & Natalia,,Praha 2,50.07395,14.43218,Hotel room,1417,2,48,2019-09-07,3.04,19,296
25990448,HOSTEL HELLO DVOULŮŽKOVÝ POKOJ,191844462,Jan,,Praha 2,50.06551,14.43096,Hotel room,803,1,10,2019-07-15,0.64,12,211
25990830,Private&cozy room close to Wenceslav Sq. (1-2prs),154416432,Kryštof,,Praha 2,50.07826,14.43652,Private room,1039,2,131,2019-09-22,8.69,6,158
25990858,Cozy sunny and spacious home in Prague,195331895,Martin,,Praha 3,50.08614,14.45379,Entire home/apt,992,7,9,2019-01-01,0.61,1,0
25991628,Old Town BBQ TERRACE Suite,24476648,Jan & Jana & Boris,,Praha 1,50.08316,14.41517,Entire home/apt,7747,2,30,2019-08-12,1.91,73,352
25991988,Private&New room for 2-3 people by Wenceslas sq.,154416432,Kryštof,,Praha 2,50.07903,14.43484,Private room,1110,2,145,2019-09-24,9.73,6,150
25992435,"Room for 2 w.terrace, near Wenceslas sq.",154416432,Kryštof,,Praha 2,50.07989,14.43648,Private room,1110,2,144,2019-09-19,9.56,6,146
25993787,Quiet accommodation at the edge of the Prahy,195377792,Andy,,Libuš,50.00379,14.46077,Private room,992,1,1,2019-04-03,0.17,1,88
25993973,Private&new room for 2 by Wenceslas sq.,154416432,Kryštof,,Praha 2,50.07812,14.43483,Private room,1110,2,158,2019-09-22,10.49,6,152
25994945,Unique CHIC 5BR PARIZSKA apt. with amazing V!EW,190654294,Michael,,Praha 1,50.09051,14.41852,Entire home/apt,10558,3,61,2019-09-15,3.90,1,306
25995328,Room for 2 near National Muzeum,154416432,Kryštof,,Praha 2,50.07907,14.43436,Private room,1110,2,151,2019-09-26,10.07,6,143
25997280,Middletown Apartment Bohemians I,195402085,Daniil,,Praha 10,50.06382,14.45173,Entire home/apt,1299,3,9,2019-09-17,0.62,4,232
25999109,Sunny Flat Nearby Vltava River in Prague Podolí,31669555,Petra,,Praha 4,50.04816,14.41482,Entire home/apt,1606,2,8,2019-07-22,0.73,1,349
25999238,Wenceslas Square apartment,24310582,Andrej & Sofi,,Praha 1,50.08152,14.42696,Entire home/apt,5007,2,82,2019-09-17,5.45,8,79
26000089,Design studio near Prague Castle,16580095,Eva,,Praha 6,50.1003,14.4022,Entire home/apt,898,2,37,2019-09-14,2.46,1,12
26002778,*37 PERS. in.1 Building*,66800261,Ancap,,Praha 2,50.07091,14.4331,Entire home/apt,13911,2,23,2019-09-29,1.96,10,288
26003216,Cosy studio in the Old Town,31263447,Kristine,,Praha 1,50.08554,14.41747,Entire home/apt,10062,1,2,2018-07-23,0.13,11,286
26005722,Renovated apartment next to the Prague Castle,151814585,Jan,,Praha 6,50.08648,14.38328,Entire home/apt,992,3,6,2019-07-27,0.41,1,15
26006130,Cozy apartment on Red C Line,13372294,Volodymyr,,Praha 4,50.04707,14.44735,Entire home/apt,543,1,15,2019-07-14,0.97,1,0
26018085,Comfy room by the river.. :),55656054,Martin,,Praha 5,50.07407,14.40827,Private room,992,5,12,2019-08-20,0.81,1,0
26018543,HOSTEL HELLO DVOULŮŽKOVÝ POKOJ STANDARD,191844462,Jan,,Praha 2,50.0659,14.43166,Hotel room,661,1,25,2019-09-10,1.59,12,211
26021138,Beautiful room 15 mins from the center,24974338,Haitam,,Praha 10,50.0735,14.45179,Private room,6991,1,2,2018-09-09,0.13,1,90
26026692,"Unique & calm, Prague centre - Žižkov, 2BDR, 54 m2",195604514,Ivana,,Praha 3,50.08401,14.446,Entire home/apt,1512,2,79,2019-09-21,5.67,4,296
26033588,HUGE & CUTE unicorn MODERN room,71075432,Marie,,Praha 3,50.08717,14.46211,Private room,472,2,14,2018-10-03,0.91,1,0
26045141,"Two bedroom flat near Forest. Free parking, Wi-Fi.",166601416,Khurmat,,Kunratice,50.01991,14.46707,Entire home/apt,1512,1,15,2018-12-09,0.96,1,0
26047211,NEW apartment!!! - ideal for long term,7085715,Visit In Prague,,Praha 7,50.10087,14.45466,Entire home/apt,1488,3,10,2019-09-12,0.67,36,334
26047769,"Prague castle-family apartment , with terrace.",146052,Karen,,Praha 1,50.09069,14.3895,Entire home/apt,2008,3,28,2019-08-18,1.99,14,272
26051323,Wander the Herringbone Floors at a Central Riverside Abode,1140084,Adam,,Praha 2,50.07367,14.41396,Entire home/apt,1275,2,53,2019-08-29,3.49,32,135
26058769,4Blok Rezidence Prague,116802170,Ольга,,Praha 10,50.06892,14.4634,Entire home/apt,1157,2,26,2019-08-11,1.76,1,327
26059140,"New, sunny apartment **8 minutes from airport**",142935786,Natalie,,Praha 6,50.08118,14.31099,Entire home/apt,779,2,35,2019-09-02,2.33,1,35
26061372,Vineyard view apartment,48557974,Marty,,Praha 4,50.06414,14.44549,Entire home/apt,1016,2,54,2019-09-08,3.55,5,145
26071043,Art & Archilovers home with balcony at hip Letna!,16754296,Michal&Eva,,Praha 7,50.0992,14.43012,Entire home/apt,1205,2,39,2019-09-15,2.52,1,159
26073720,Green apartment near Prague Castle,195958709,Renata,,Praha 6,50.10202,14.40166,Entire home/apt,779,1,52,2019-09-28,3.47,1,124
26080028,Cozy private studio at Vyšehrad castle,128558503,Nick,,Praha 4,50.05857,14.43215,Entire home/apt,756,2,30,2019-09-22,1.97,1,19
26080539,Single room with perfect location,60308799,Vladimir,,Praha 6,50.10135,14.39349,Private room,661,1,4,2019-09-09,0.86,3,0
26080925,"SUNNY Attic w/Impressive Views, 5min Centre",5463516,Zuzana,,Praha 2,50.07672,14.44559,Entire home/apt,1417,2,27,2019-09-09,1.77,66,6
26096739,Place for travelers and digital nomads,94832306,Andrej,,Praha 10,50.0702,14.45705,Private room,898,1,3,2019-08-31,0.77,1,0
26100051,Modern&Spacious room in central Prague!,21236721,Monika,,Praha 2,50.06791,14.43934,Private room,779,1,79,2019-09-13,5.06,1,254
26101034,Apartment Halkova 5,195426177,Alena,,Praha 2,50.07574,14.4285,Entire home/apt,1039,2,66,2019-09-21,4.30,1,140
26103861,Romantický apartmán  s balkonem do barokní zahrady,153483187,Jitka,,Praha 1,50.08725,14.40466,Entire home/apt,3873,2,4,2019-08-16,0.34,1,0
26104830,Cozy studio · Balcony · Hip District · Near center,14533843,Lubosh,,Praha 7,50.10579,14.44955,Entire home/apt,661,2,31,2019-09-24,2.00,1,71
26107251,"NEW Stylish studio, 5 mins center",87683064,Jakub,,Praha 7,50.09901,14.43244,Entire home/apt,992,2,62,2019-09-26,4.18,10,68
26107662,Studio in center with a terrace,87683064,Jakub,,Praha 1,50.09065,14.4274,Entire home/apt,2008,2,78,2019-09-12,5.01,10,70
26116964,Cosy and private one-bedroom flat in Zizkov,26608926,Mykolas,,Praha 3,50.08433,14.44644,Entire home/apt,874,4,6,2018-12-10,0.42,1,0
26117884,Cozy quiet sunny studio apt with garage & terrace,84655992,Ilya,,Praha 8,50.11743,14.47504,Entire home/apt,992,1,2,2018-10-12,0.13,4,0
26121983,New APT In A Quiet Residential Area,37376429,Iveta,,Praha 10,50.07582,14.46696,Entire home/apt,1110,2,16,2019-08-17,1.14,5,0
26123857,"Nice apartment in quite area, just 13 min to centr",10121801,Jana,,Praha 13,50.04925,14.34543,Entire home/apt,2598,3,5,2019-06-29,0.40,13,139
26130944,Cozy Flat in Old Monastery - Unique Genius Loci,82459266,Zeb,,Praha 2,50.07742,14.41836,Entire home/apt,1039,2,61,2019-08-22,4.04,24,46
26131294,"Comfortable APARTMENT #1 , Prague 3",196424097,J,,Praha 3,50.08923,14.47407,Entire home/apt,1205,3,13,2019-09-22,0.87,1,226
26132969,Bright appartment 1 near the heart of Prague,196436336,Marketa,,Praha 5,50.06906,14.40691,Entire home/apt,1228,1,46,2019-09-16,2.97,3,134
26133041,BRAND NEW  lovely Modern Apartment near Downtown.,75921128,Lucia,,Praha 3,50.08245,14.45227,Entire home/apt,1205,2,23,2019-08-28,1.51,1,59
26143370,Pleasant apartment with a view,104736305,Kristýna,,Praha 8,50.12383,14.45026,Entire home/apt,614,2,7,2019-09-08,0.48,1,0
26146856,Relaxed and Spacious Flat in the Middle of Prague,82459266,Zeb,,Praha 2,50.07675,14.41758,Entire home/apt,1039,2,49,2019-09-15,3.17,24,65
26147671,Two Bright apartments for group of 4 to 8,196436336,Marketa,,Praha 5,50.06994,14.40763,Entire home/apt,3000,1,4,2019-08-23,0.86,3,125
26148112,"""Dreams Come True"" Apartments",196538303,Milena,,Praha 1,50.08412,14.41445,Entire home/apt,1795,1,1,2018-07-10,0.07,1,0
26148293,City Center Apartm. in Prague with balcony - no2,67170748,Marco,,Praha 2,50.07287,14.43381,Entire home/apt,2078,3,4,2018-07-23,0.27,9,0
26148602,Bright apartment 2 near the heart of Prague,196436336,Marketa,,Praha 5,50.06944,14.40652,Entire home/apt,1110,1,54,2019-09-13,3.56,3,133
26149390,City Center Apartm. in Prague - no4,67170748,Marco,,Praha 2,50.07362,14.43229,Entire home/apt,2078,3,2,2018-07-16,0.13,9,0
26149563,City Center Apartm. in Prague - no5,67170748,Marco,,Praha 2,50.07479,14.43212,Entire home/apt,2078,3,3,2018-08-12,0.20,9,0
26149749,Sunny Flamingo apartment for 6 with shared kitchen,22608410,Alexandr,,Praha 5,50.07517,14.3744,Entire home/apt,20005,2,1,2019-08-11,0.59,14,340
26150119,Flamingo apartment 3 bedrooms and shared kitchen,22608410,Alexandr,,Praha 5,50.07349,14.37378,Entire home/apt,20005,2,2,2019-08-09,1.07,14,343
26150293,Sunny Flamingo apartment for 10 in top floor,22608410,Alexandr,,Praha 5,50.07528,14.37408,Entire home/apt,20005,2,3,2019-07-28,0.73,14,338
26150859,The best place for holiday in Prague,193458944,Jan,,Praha 4,50.0539,14.42084,Entire home/apt,1701,2,41,2019-09-11,2.73,1,78
26156080,Flat near Vyšehrad,180469281,Tereza,,Praha 4,50.06456,14.43764,Entire home/apt,992,5,0,,,2,242
26157394,Private double bedroom with personal ensuite,140986965,Shubjiwan,,Praha 2,50.07193,14.43124,Private room,1205,1,19,2018-12-29,1.23,1,0
26159830,Prahaapart,196623511,Group APG S.R.O.,,Praha 7,50.09741,14.42456,Entire home/apt,1016,1,1,2018-08-08,0.07,2,0
26165342,Artsy Apartment,105741472,Holiday,,Praha 1,50.07951,14.41981,Entire home/apt,2574,1,48,2019-09-13,3.10,72,31
26174124,New Central Apt With Great City Vibes!,196593173,Jan,,Praha 1,50.08057,14.42519,Entire home/apt,1842,1,58,2019-09-24,3.95,1,334
26175630,City Center Apartm. in Prague - no7,67170748,Marco,,Praha 2,50.07382,14.43403,Entire home/apt,2078,3,5,2018-08-16,0.34,9,0
26178555,Cosy room in Prague 13,40879801,Елена,,Praha 13,50.05422,14.34536,Private room,590,30,1,2018-07-11,0.07,3,117
26178911,Family apartment  in Prague 13,40879801,Елена,,Praha 13,50.05297,14.34413,Entire home/apt,1299,3,26,2019-08-18,1.74,3,360
26185088,Room in a sunny old flat close to Prague center,500332,Lucia,,Praha 7,50.09766,14.43106,Private room,779,3,6,2019-08-28,0.39,1,88
26185576,Stroll to Old Town Square from an Arty Walk-Up Apartment,19105053,Jana,,Praha 1,50.09234,14.42047,Entire home/apt,2008,2,92,2019-09-19,6.56,2,236
26185798,Bed and Breakfast in Prager Stadtzentrum,195648200,Carolyn - Travanto,,Praha 7,50.09869,14.42719,Entire home/apt,874,1,0,,,5,330
26185991,Das zentral gelegene Appartement für 2 Personen,195648200,Carolyn - Travanto,,Praha 7,50.09886,14.42795,Entire home/apt,874,1,0,,,5,0
26186588,Urlaub im Stadtzentrum Prag,195648200,Carolyn - Travanto,,Praha 7,50.10062,14.42703,Entire home/apt,1346,3,0,,,5,329
26186822,Geräumige Appartement im Prager Stadtzentrum,195648200,Carolyn - Travanto,,Praha 7,50.10044,14.42654,Entire home/apt,1346,3,0,,,5,329
26187086,Incredible OLD TOWN SQUARE Studio *****,128620302,Martin,,Praha 1,50.09002,14.42634,Entire home/apt,3000,1,20,2019-09-04,1.34,8,155
26188305,New OLD TOWN SQUARE Ap. next CHRISTMAS MARKETS⭐️,128620302,Martin,,Praha 1,50.09081,14.42664,Entire home/apt,3000,1,64,2019-09-26,4.48,8,155
26190018,Klidný byt pro práci i odpočinek,196835862,Jana,,Praha 8,50.10096,14.47823,Entire home/apt,709,1,86,2019-09-23,5.86,1,111
26192120,APARTMÁN ELIŠKA,56792778,Zdeňka,,Praha 9,50.11024,14.50534,Entire home/apt,2480,4,1,2018-07-25,0.07,1,346
26193364,Byt s terasou,78416452,Kristýna,,Praha 11,50.02868,14.50886,Entire home/apt,685,5,3,2018-09-30,0.21,1,0
26195594,Vintage room 10 min to the center of Prague,51241865,Stepan,,Praha 8,50.128,14.45579,Private room,992,2,32,2019-08-28,2.31,3,218
26195870,Deluxe 1BD Ap at famous Zizkov Tower,180945123,Eva,,Praha 3,50.08371,14.44858,Entire home/apt,30941,1,18,2019-08-22,1.20,16,130
26196206,"Deluxe studio at ""Prague's Camden town""",180945123,Eva,,Praha 3,50.08326,14.44891,Entire home/apt,25697,1,32,2019-08-25,2.13,16,133
26196374,"Deluxe 1BD Ap at ""Prague's Camden town""",180945123,Eva,,Praha 3,50.08367,14.44846,Entire home/apt,30941,1,31,2019-09-15,2.07,16,129
26196940,Deluxe studio close to main train station,180945123,Eva,,Praha 3,50.08396,14.44863,Entire home/apt,25697,1,24,2019-09-11,1.61,16,128
26197492,Deluxe 1BD Ap close to main train station,180945123,Eva,,Praha 3,50.08198,14.44755,Entire home/apt,30941,1,18,2019-08-07,1.22,16,130
26199424,"Center of Prague Apt777for Family, Group of friend",6145656,Lounes,,Praha 2,50.07652,14.4178,Entire home/apt,779,2,72,2019-09-22,4.77,3,135
26208886,Apartment No.4,196982015,Zdenek,,Praha 4,50.06225,14.42506,Entire home/apt,850,2,31,2019-09-17,4.12,1,256
26211284,Incredible Luminous Apt. & 5 min. to the OLD TOWN,196994684,Klara & Klaudie,,Praha 3,50.07983,14.45394,Entire home/apt,709,1,41,2019-05-26,2.65,2,0
26211285,Entire Home in the HEART of PRAGUE*****,196994684,Klara & Klaudie,,Praha 3,50.08013,14.45438,Entire home/apt,945,1,97,2019-09-29,8.56,2,56
26214747,Hidden gem in ❤️ of Prague | 5★ AC ♛Bed Rainshower,89618054,Nikola,,Praha 1,50.08592,14.41551,Entire home/apt,2220,1,117,2019-09-28,7.71,7,275
26216842,Modern studio in new central residence,1629431,Alex & Natalia,,Praha 3,50.08238,14.46689,Hotel room,1299,2,20,2019-06-05,1.39,19,303
26217459,OLD TOWN - 3 BEDROOM 2 BATHROOM MICHALSKA,3287258,David,,Praha 1,50.08487,14.4208,Hotel room,5692,1,8,2019-07-17,0.55,19,322
26217620,OLD TOWN Lovely Home NEW,5463516,Zuzana,,Praha 1,50.08918,14.42649,Entire home/apt,1157,2,42,2019-09-10,2.72,66,78
26217825,Top end · Stylish Studio · City Centre 10 min!,192708279,Prime Aparts Prague,,Praha 3,50.08207,14.45471,Entire home/apt,638,2,15,2019-09-12,1.00,20,350
26218409,Hip Location · Netflix · SuperStudio,192708279,Prime Aparts Prague,,Praha 3,50.08195,14.454,Entire home/apt,638,2,28,2019-09-04,1.86,20,353
26219354,Large private room in shared flat.,92871834,Jared,,Praha 4,50.0637,14.44506,Private room,661,5,3,2018-08-27,0.21,1,0
26219736,Superstudio · Ideal for travellers · Cosy,192708279,Prime Aparts Prague,,Praha 3,50.08195,14.45476,Entire home/apt,638,2,44,2019-09-06,2.93,20,346
26220267,Great District · New Studio · Garden,192708279,Prime Aparts Prague,,Praha 3,50.082,14.45253,Entire home/apt,638,2,23,2019-09-14,1.57,20,332
26220647,Design Ruterra Loft next to Synagogue,227945,Alex And Kate,,Praha 1,50.08319,14.43098,Entire home/apt,12919,2,14,2019-07-31,1.23,101,127
26220829,Centre 10 min · Fully-Equipped · Charming Studio!,192708279,Prime Aparts Prague,,Praha 3,50.08155,14.45418,Entire home/apt,638,2,45,2019-08-20,2.97,20,342
26221172,Hip District · Netflix · New Studio Apt,192708279,Prime Aparts Prague,,Praha 3,50.08182,14.45454,Entire home/apt,638,2,41,2019-09-12,2.78,20,343
26221904,Trendy Neighbourhood · Superstudio · Ideal for 3,192708279,Prime Aparts Prague,,Praha 3,50.0809,14.45296,Entire home/apt,638,2,39,2019-09-05,2.59,20,339
26222012,Favourite Location · Sunlit Studio · Trendy!,192708279,Prime Aparts Prague,,Praha 3,50.0824,14.45256,Entire home/apt,638,2,52,2019-09-06,3.44,20,340
26224302,"Apartmán s balkónem, klimatizací a fitness",197077120,Michal,,Praha 15,50.05186,14.53144,Entire home/apt,1157,1,11,2018-12-16,0.80,1,0
26224498,Room at Andel 3,112997712,Miron,,Praha 5,50.07276,14.40621,Private room,898,3,25,2019-09-07,1.65,7,142
26226465,ART Garden Towers Prague Deluxe,24388807,Alex,,Praha 3,50.08483,14.46454,Hotel room,2078,2,6,2019-05-29,0.40,6,142
26237266,Modern Apartment in the Center,151886314,Sabina,,Praha 3,50.08371,14.44967,Entire home/apt,1937,1,11,2019-06-23,0.74,2,74
26238489,Pragues Green Privacy Pleasure Penthouse,843497,Frantisek,,Praha 10,50.06676,14.44386,Entire home/apt,5739,2,7,2018-09-26,0.48,4,10
26243562,TV Tower Studio · Ideal for couples · Neat,192708279,Prime Aparts Prague,,Praha 3,50.08094,14.45438,Entire home/apt,638,2,38,2019-08-08,2.52,20,358
26243683,Geräumige Appartement für 5 Personen in Top Lage,195648200,Carolyn - Travanto,,Praha 7,50.09928,14.42661,Entire home/apt,1039,3,0,,,5,329
26246701,"A202 Historical, centre, A/C, parking and deluxe",197268753,Ilen,,Praha 5,50.07075,14.4043,Entire home/apt,1890,1,48,2019-09-26,3.18,9,327
26247133,Cold and Quiet apartment right under the Old Town,41720161,Hana,,Praha 1,50.08729,14.41436,Entire home/apt,2102,2,97,2019-09-23,6.52,2,73
26249947,Cozy studio next to park Stromovka,6126069,Eliane And Muriel,,Praha 7,50.10158,14.42638,Entire home/apt,898,2,30,2019-09-11,2.08,3,339
26250532,"Charming, residential flat 10 min from city centre",197295420,Petra,,Praha 4,50.05992,14.44637,Entire home/apt,898,3,23,2019-05-06,1.52,1,0
26251062,Entire spacious apartment with parking and balcony,47444873,Iveta,,Praha 3,50.08771,14.44519,Entire home/apt,1299,2,18,2019-01-01,1.20,1,0
26251471,Central retro apartment in Prague,197310344,Jana,,Praha 5,50.0718,14.40855,Entire home/apt,1039,1,7,2018-08-27,0.47,1,0
26256612,"Apartment ""AnTan"", near Airport ✈",33886805,Andrii & Tatiana,,Zličín,50.05609,14.28409,Entire home/apt,968,3,29,2019-09-19,2.73,1,16
26258831,A201 Luxury new studio with a/c near centre,197268753,Ilen,,Praha 5,50.07277,14.40789,Entire home/apt,1394,1,78,2019-09-07,5.11,9,328
26267809,"Comfy studio, 10mins from the Center (Karlin)",24476648,Jan & Jana & Boris,,Praha 8,50.09135,14.45041,Entire home/apt,1299,2,4,2018-09-10,0.26,73,340
26268758,Fully equipped calm and cosy studio for two,42270458,Jakub,,Praha 10,50.05473,14.48243,Entire home/apt,709,7,13,2019-09-05,0.92,1,1
26269890,Stylový apartmán LA MUSE,176005206,Lucie,,Praha 12,49.99974,14.41416,Entire home/apt,1299,7,0,,,1,0
26270670,Stylish apartment in the City Centrum,89149980,Tomas And Frank,,Praha 2,50.07738,14.43833,Entire home/apt,1512,1,72,2019-09-12,4.72,16,73
26276045,Design Luxury Apartment in Prague,60443963,Krystof,,Praha 7,50.10627,14.45282,Entire home/apt,2055,3,1,2018-07-08,0.07,2,187
26277331,Boutique StudioFor4 persons 5minutes to centre,82241800,Zdeněk,,Praha 3,50.0794,14.45137,Entire home/apt,992,3,18,2019-01-06,1.24,33,26
26287533,DVOULŮŽKOVÝ POKOJ,191844462,Jan,,Praha 2,50.06598,14.43093,Hotel room,661,1,55,2019-09-08,3.74,12,212
26289146,Lucy's apartment Vršovice,197650988,Lucie,,Praha 10,50.06903,14.45794,Entire home/apt,1512,1,50,2019-09-21,3.33,1,59
26289706,Stylish cozy studio in historical center of Prague,92585632,Illia,,Praha 3,50.08315,14.44862,Entire home/apt,945,1,120,2019-09-29,7.88,2,168
26294553,The New Splendid Flat In Wider City Centre,197699785,Kamila,,Praha 2,50.07899,14.44627,Entire home/apt,1134,2,75,2019-09-24,5.06,1,146
26297891,Best Movies & Beer Tap Ap.,66800261,Ancap,,Praha 2,50.0706,14.43289,Entire home/apt,5503,2,83,2019-09-27,5.71,10,262
26298622,"MiniHouse,quiet suburb/35min center, fare discount",126722619,Eva,,Praha 13,50.04458,14.27756,Entire home/apt,756,1,33,2019-09-17,2.35,3,76
26298913,Cozy little apartment with a terrace,87093667,Marie,,Praha 7,50.09882,14.43594,Entire home/apt,898,2,61,2019-09-21,4.37,1,0
26300556,Byt v Praze v blízkosti metra,53195915,Petr,,Praha 13,50.04118,14.32227,Entire home/apt,1252,1,28,2019-09-14,1.87,1,144
26311978,New Prague Niko Apartments 10 min. from center,197246234,Niko,,Praha 8,50.10679,14.47821,Entire home/apt,898,1,87,2019-09-24,5.83,1,146
26312876,JEDNOLŮŽKOVÝ POKOJ,191844462,Jan,,Praha 4,50.06388,14.42982,Hotel room,449,1,62,2019-09-04,4.20,12,212
26314336,Spacious Three Bedroom Suite with Balcony,24476648,Jan & Jana & Boris,,Praha 1,50.08372,14.4141,Entire home/apt,25839,2,32,2019-09-15,2.14,73,322
26314646,❀Holiday House 14min. away from Wenceslas Square❀,57599420,Markéta,,Praha 3,50.0813,14.44639,Entire home/apt,2976,2,54,2019-09-24,3.58,11,66
26317490,4BDR apartment in the CENTER,176940781,František,,Praha 10,50.07115,14.44866,Entire home/apt,1890,2,6,2019-07-15,0.43,26,44
26318044,Tower Apartment with free parking,11970781,Eva & Standa,,Praha 9,50.10501,14.50136,Entire home/apt,1417,2,4,2019-04-19,0.28,4,66
26321355,Modern apartment w/ interior courtyard & WiFi - walk to Prague's best sights!,158045736,Vacasa Czechia,,Praha 1,50.09221,14.43543,Entire home/apt,2480,1,9,2019-09-11,0.83,73,356
26323580,House with garden in Prague,137419222,Petr,,Řeporyje,50.0299,14.30314,Entire home/apt,1039,5,23,2019-08-26,1.74,1,4
26326136,cosy stomovka apart,196623511,Group APG S.R.O.,,Praha 7,50.09802,14.42568,Entire home/apt,1039,2,0,,,2,0
26327569,"New cozy flat, 2 rooms, near centre, wifi, terrace",70198001,Radim,,Praha 4,50.06017,14.42609,Entire home/apt,1795,3,25,2019-08-21,1.92,1,69
26329623,City Center Apartm. in Prague - no1,67170748,Marco,,Praha 2,50.07345,14.43428,Entire home/apt,2315,3,0,,,9,0
26338722,****LUXURY MEZONET APARTMENT RIGHT IN THE CENTRE,175882877,Sarah,,Praha 1,50.09005,14.43123,Entire home/apt,2197,3,23,2019-06-10,1.54,1,1
26341076,Beautiful apartment in the heart of Prague,198111046,Kateřina,,Praha 1,50.08258,14.4048,Entire home/apt,1890,2,27,2019-09-29,3.95,1,44
26343186,Cozy studio with balcony,198124957,Igor,,Praha 3,50.08579,14.45028,Entire home/apt,992,1,119,2019-09-29,8.17,2,147
26343605,Temporary studio in royal quarter,89149980,Tomas And Frank,,Praha 2,50.07812,14.43701,Entire home/apt,1205,1,72,2019-09-16,4.74,16,65
26346463,Studio in the Historic Center by easyBNB,123548346,Julia,,Praha 1,50.07847,14.41481,Entire home/apt,1039,1,24,2019-08-25,1.60,66,327
26349424,Luxurious studio 15 min --> Wenceslas sq.,34751618,Evert,,Praha 4,50.06179,14.44953,Entire home/apt,921,2,53,2019-09-22,3.53,2,60
26359521,Newly renovated apartment close to the center,32467050,Kristina,,Praha 5,50.07219,14.38619,Entire home/apt,1512,2,14,2019-09-15,4.47,1,1
26359954,Luxury house in Prague near the subway (3 min. ),197503756,Alice,,Praha 11,50.028,14.50463,Entire home/apt,7511,2,37,2019-08-26,2.55,1,345
26360066,Mostecká 12 Residence: Amazing top floor room,198231726,Prague,,Praha 1,50.0871,14.40721,Entire home/apt,1299,2,46,2019-09-05,3.07,23,344
26361429,LOFT 4 PARTY,198242278,Polina,,Praha 2,50.0769,14.43175,Entire home/apt,3000,1,9,2018-08-04,0.61,1,90
26365026,Great 2 bedroom flatel on Vinohrady,120052049,Lukáš,,Praha 2,50.07685,14.44305,Entire home/apt,1252,1,22,2019-06-25,1.46,27,0
26366832,Mostecká 12 Residence: Wonderful street view,198231726,Prague,,Praha 1,50.08771,14.40569,Entire home/apt,1819,2,46,2019-05-17,3.07,23,345
26367789,Mostecká 12 Residence: Beautiful sunny room,198231726,Prague,,Praha 1,50.08696,14.407,Entire home/apt,1819,2,34,2019-05-04,2.27,23,345
