id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
13657,Prague City Center Apartment,48850,Jana,,Praha 2,50.07048,14.41556,Entire home/apt,1205,1,37,2019-03-04,0.34,1,0
23163,"Quiet 1BR directly in the Centre, Air-conditioned 12",5282,Klara,,Praha 1,50.08295,14.41623,Entire home/apt,3779,1,19,2019-07-27,0.17,69,312
23169,M302-Cozy Serviced Studio in Center,5282,Klara,,Praha 1,50.08983,14.42317,Entire home/apt,2527,1,113,2019-04-30,0.99,69,0
26748,Apartment Great LETNA & Terrace,113902,Daniel+Bea,,Praha 7,50.10011,14.42567,Entire home/apt,2315,3,326,2019-09-14,2.97,3,269
26755,Central Prague Old Town Top Floor,113902,Daniel+Bea,,Praha 1,50.08569,14.43344,Entire home/apt,2078,3,222,2019-08-26,4.17,3,293
27916,Cosy & Quiet Studio - Romantic Stay in Zizkov,120384,Hana,,Praha 3,50.08113,14.4568,Entire home/apt,1110,2,389,2019-09-13,3.48,3,221
30762,R23-Elegant Serviced 86m2 | Center,5282,Klara,,Praha 1,50.08935,14.42711,Entire home/apt,5550,1,11,2019-07-09,0.11,69,48
33809,Charles Bridge- stylish apartment .,146052,Karen,,Praha 1,50.08871,14.40769,Entire home/apt,1653,3,265,2019-09-08,2.41,14,351
33813,Central sunny studio with garden.,146052,Karen,,Praha 2,50.0724,14.44079,Entire home/apt,1275,3,182,2019-08-15,1.71,14,354
40726,"Classy Studio, ART NOUVEAU house",174245,Suzanna,,Praha 3,50.07912,14.45373,Entire home/apt,1134,2,95,2019-08-15,0.88,3,281
40728,"Prime Location, Elegant Studio!",174245,Suzanna,,Praha 3,50.07871,14.45213,Entire home/apt,1110,2,113,2019-09-08,1.03,3,331
42514,"1BR next to Pachtuv Palace,Old Town",185641,Victoria,,Praha 1,50.08365,14.41409,Entire home/apt,2197,3,320,2019-06-16,2.88,1,297
44843,COMFY CENTRAL STUDIO,197594,Zuzie,,Praha 2,50.07432,14.43371,Entire home/apt,779,2,80,2019-08-18,1.76,8,263
49874,Red Flavour by Ruterra,227945,Alex And Kate,,Praha 2,50.07137,14.43274,Entire home/apt,1039,3,165,2019-09-12,1.52,101,143
50967,Ruterra 2 BDR Flat for Friends,227945,Alex And Kate,,Praha 3,50.08122,14.44835,Entire home/apt,1039,2,184,2019-09-03,1.69,101,135
52148,Ruterra 2Room Family Apartment,227945,Alex And Kate,,Praha 2,50.07142,14.43069,Entire home/apt,921,2,121,2019-09-06,1.12,101,156
54793,Cozy 2floor Prague apartment,257722,Michaela,,Praha 9,50.1104,14.49766,Entire home/apt,945,2,234,2019-08-26,2.35,11,10
55361,2 bedroom apartment in city centre ,261432,David,,Praha 7,50.0995,14.42922,Hotel room,2078,3,5,2018-06-25,0.05,1,329
55382,High class apartment in center,253631,Petra And Daniel,,Praha 1,50.08397,14.4293,Entire home/apt,779,2,206,2019-08-02,1.94,3,0
55844,Klimt Studio by Ruterra next to Muzeum,227945,Alex And Kate,,Praha 2,50.07802,14.43413,Entire home/apt,1039,3,275,2019-09-12,2.53,101,119
55856,Ruterra Apartment behind National Museum,227945,Alex And Kate,,Praha 2,50.07832,14.43451,Entire home/apt,1205,2,188,2019-09-12,1.73,101,124
67612,Modern flat in the center of Prague,333807,Marco,,Praha 1,50.0773,14.42659,Entire home/apt,3023,2,178,2019-09-22,1.70,14,322
69335,Ruterra House with Garden by Metro,227945,Alex And Kate,,Praha 14,50.11181,14.55408,Entire home/apt,1677,3,119,2019-09-06,1.14,101,134
70003,Yellow Ruterra studio,227945,Alex And Kate,,Praha 3,50.08769,14.45164,Entire home/apt,756,3,105,2019-09-07,1.02,101,117
73268,Beautiful & Cosy Room by Centre & Nature,382300,Gabriela,,Praha 7,50.10172,14.42331,Private room,425,2,14,2019-03-02,0.14,1,119
73454,Excellent location Old Town B31 2B,383698,Viktor,,Praha 1,50.08529,14.41997,Entire home/apt,2693,1,49,2019-09-14,0.48,59,282
74283,Grand Classic Two Bedroom Apartment,315332,Lubos & Marta,,Praha 1,50.08012,14.42193,Entire home/apt,3330,1,76,2019-09-14,0.84,29,46
74999,Two Bedroom Apartment Vodickova 2,315332,Lubos & Marta,,Praha 1,50.0806,14.42289,Entire home/apt,3070,1,31,2019-09-25,0.34,29,36
75009,Two Bedroom Apartment Vodickova 4,315332,Lubos & Marta,,Praha 1,50.07919,14.42159,Entire home/apt,2811,1,50,2019-09-23,0.50,29,25
75298,Emanuel Apartment Prague Center,398991,Emanuele,,Praha 1,50.09175,14.43323,Entire home/apt,1819,2,15,2019-08-25,0.40,3,323
75926,ARCO Guesthouse 5 - History & Culture,404062,Guenther,,Praha 2,50.07059,14.44164,Private room,1157,2,172,2019-04-27,1.70,7,0
76254,Great & central DanceLAB studio,406700,Rena,,Praha 2,50.07029,14.43487,Entire home/apt,756,2,136,2019-08-25,1.35,1,277
79373,M201-Stylish & Serviced in Centre,5282,Klara,,Praha 1,50.08964,14.42256,Entire home/apt,2976,1,33,2019-06-02,0.32,69,345
79381,M504-Elegant Cozy Serviced | Center,5282,Klara,,Praha 1,50.09024,14.4228,Entire home/apt,3236,1,12,2019-08-19,0.12,69,41
79387,M203-Stylish Serviced 65m2 | Center,5282,Klara,,Praha 1,50.09002,14.42288,Entire home/apt,3236,1,18,2019-05-04,0.17,69,338
79711,Modern 1BR next to the National Theatre with breathtaking views to Prague Castle,5282,Klara,,Praha 1,50.08088,14.414,Entire home/apt,2976,1,16,2019-04-15,0.19,69,37
79725,B13-Huge Unique Serviced in Center,5282,Klara,,Praha 1,50.08985,14.41647,Entire home/apt,8267,1,31,2019-08-22,0.33,69,343
80273,2 bedroom apt 1min to Old Town sq.,174579,Petra,,Praha 1,50.08412,14.42091,Entire home/apt,4204,4,46,2019-09-07,0.51,4,289
80278,"Central,Spacious & Sunny apartment",174579,Petra,,Praha 2,50.07785,14.43223,Entire home/apt,2504,4,20,2019-07-28,0.20,4,286
80349,High End Apt walking distance to Old Town Prague,434068,Brandon,,Praha 2,50.0744,14.42312,Entire home/apt,1819,3,80,2019-08-27,0.97,2,262
81019,FALL Fantasy REDUCED  Contemp 2 BDRM  2BA BALCNY,438733,Renata,,Praha 2,50.07483,14.43321,Entire home/apt,1771,2,120,2019-09-14,1.81,6,243
81020,FALL Fantasy REDUCED Spacious Centr 2 BD 2BA 1WC,438733,Renata,,Praha 2,50.07493,14.43334,Entire home/apt,1677,2,224,2019-08-11,2.22,6,247
83067,Charles Bridge Old Town Apartment 3,315332,Lubos & Marta,,Praha 1,50.08344,14.41471,Entire home/apt,3330,1,158,2019-09-14,1.56,29,24
83855,Charles Bridge Old Town Apartment 4,315332,Lubos & Marta,,Praha 1,50.08526,14.41456,Entire home/apt,3330,1,203,2019-09-22,2.28,29,41
83856,Charles Bridge Old Town Apartment 5,315332,Lubos & Marta,,Praha 1,50.08494,14.41423,Entire home/apt,3330,1,264,2019-09-20,2.56,29,47
84538,3 minutes walk to Charles Bridge,146052,Karen,,Praha 1,50.08984,14.40612,Entire home/apt,1394,3,295,2019-09-09,2.87,14,341
85790,Grande apartment 43 with River View,383698,Viktor,,Praha 2,50.07586,14.41487,Entire home/apt,3330,1,66,2019-08-25,0.67,59,316
86845,High-End  Luxury in the Heart of Old Town!,475983,Maia,,Praha 1,50.09124,14.42478,Entire home/apt,4606,2,6,2018-08-18,0.07,1,256
98852,In the heart of historic Prague!!,517329,Stephane,,Praha 1,50.08614,14.42145,Entire home/apt,2031,2,479,2019-09-15,4.66,1,322
106207,Welcome To The Jungle Studio By Ruterra,227945,Alex And Kate,,Praha 3,50.08574,14.4509,Entire home/apt,874,3,159,2019-08-16,1.59,101,144
109549,Prague Old Town apartment - 2 bdr,565267,Tana,,Praha 1,50.09153,14.42579,Entire home/apt,2693,2,148,2019-09-22,1.49,2,348
111141,"Blue Ruterra ""Stay Like a Local"" Studio",227945,Alex And Kate,,Praha 3,50.08549,14.4509,Entire home/apt,898,3,143,2019-09-13,1.44,101,116
112281,Gorgeous Rose 2BDR Ruterra Suite,227945,Alex And Kate,,Praha 1,50.08048,14.42713,Entire home/apt,1937,2,198,2019-09-14,2.03,101,162
117451,Charming Loft with a Great Terrace!,546587,Kristina,,Praha 5,50.06558,14.40144,Entire home/apt,1512,1,272,2019-09-23,2.89,2,325
146690,"*Spacious,2bdrooms,central,quiet*",589265,Jan,,Praha 3,50.08543,14.44532,Entire home/apt,1677,4,279,2019-09-10,2.77,2,301
164923,Cozy Apartment With A Bay Window,786483,Svetlana,,Praha 3,50.07579,14.44906,Entire home/apt,1252,2,216,2019-09-20,2.18,4,145
167878,Lovely riverview flat with a balcony and a marina,800205,Peter,,Praha 8,50.10495,14.46924,Entire home/apt,5173,10,1,2018-04-22,0.06,1,88
170491,BEST location in Prague - Old Town,400864,Jaroslav,,Praha 1,50.08769,14.41656,Private room,2078,1,229,2019-09-17,2.34,22,64
173114,Old Town Square Quiet Chic Apartment,826315,Idan & Marta,,Praha 1,50.09157,14.42265,Entire home/apt,1890,3,310,2019-09-15,3.13,4,329
175334,2 Bedroom Apartment Prague Old Town,838198,Michael,,Praha 1,50.08085,14.41532,Entire home/apt,2551,3,276,2019-09-15,2.86,13,297
175387,Old Town Spacious Apartment- Prague,838198,Michael,,Praha 1,50.08228,14.41497,Entire home/apt,2197,3,266,2019-09-05,2.75,13,305
176243,3BR Old Town Square Apartment 130m2,838198,Michael,,Praha 1,50.08961,14.42167,Entire home/apt,3330,3,307,2019-09-13,3.27,13,288
178199,3 bdr Apartment        Old Town,565267,Tana,,Praha 1,50.08928,14.4283,Entire home/apt,3637,2,145,2019-09-16,1.67,2,342
181641,Krizovnicka apt - Charles Bridge,870664,Jan,,Praha 1,50.08839,14.41666,Entire home/apt,1299,1,179,2019-09-09,1.93,10,64
181951,Opletalova Comfortable Apartment,870664,Jan,,Praha 1,50.08274,14.43103,Entire home/apt,1252,1,114,2019-08-11,1.18,10,56
182072,CITY CENTRE Polska Spacious 2-Bdr Apartment,870664,Jan,,Praha 2,50.078,14.44811,Entire home/apt,1748,1,19,2019-08-18,0.19,10,60
182772,Charles Bridge Old Town Apartment 6,315332,Lubos & Marta,,Praha 1,50.08388,14.41442,Entire home/apt,3330,1,105,2019-08-10,1.06,29,46
182847,NATIONAL MUSEUM Legerova Two-Bedroom Apartment,870664,Jan,,Praha 2,50.07629,14.43101,Entire home/apt,1819,1,69,2019-09-08,0.70,10,49
183338,Quiet City Centre 1-Bedroom Flat,850917,Mirko,,Praha 1,50.07866,14.42894,Entire home/apt,1275,2,148,2019-09-26,1.70,2,336
186750,Studio 1 - Family/friendly flat close to center,783726,Mathieu,,Praha 3,50.08484,14.45318,Entire home/apt,992,3,435,2019-09-23,4.96,3,52
190423,2 BR 10min from Charles Bridge and across the river from National Theatre,955586,RENTeGO,,Praha 5,50.08032,14.40416,Entire home/apt,1134,1,25,2019-02-10,0.27,21,71
191254,Colonial Ruterra 2BDR Apartment by the River,227945,Alex And Kate,,Praha 1,50.08071,14.41526,Entire home/apt,1677,2,279,2019-09-14,2.84,101,102
191474,Hi-Tech Flat in centre of Prague 1,333807,Marco,,Praha 1,50.09047,14.42901,Entire home/apt,2315,2,29,2017-05-19,0.30,14,335
191547,Luxury Flat - 2Bedrooms Apartment,333807,Marco,,Praha 1,50.09096,14.42958,Entire home/apt,2574,2,39,2019-08-17,0.41,14,0
191554,The Studio Flat -1 bedroom Prague 1,333807,Marco,,Praha 1,50.09151,14.42753,Entire home/apt,1157,2,35,2019-09-02,0.36,14,333
196168,Apartment Klamovka,954771,Salvatore,,Praha 5,50.06961,14.37587,Entire home/apt,1275,3,18,2019-09-15,0.19,4,259
196528,Apartment Smichov Prague + Garage free,954771,Salvatore,,Praha 5,50.06037,14.39812,Entire home/apt,1417,3,29,2019-09-10,0.38,4,148
199494,MODERN AND SPACIOUS APARTMENT WITH BALCONY,974253,Sarah,,Praha 2,50.07839,14.43722,Entire home/apt,2456,1,433,2019-09-28,4.59,9,337
199926,RUDOLFINUM - Modern 1BR around the corner from Old Town Square,955586,RENTeGO,,Praha 1,50.08749,14.41779,Entire home/apt,1205,1,24,2017-12-15,0.26,21,111
199947,Kundera 3 BR 4 minutes walk from Wenceslas Square,955586,RENTeGO,,Praha 1,50.08055,14.42237,Entire home/apt,1724,1,118,2019-09-23,1.23,21,44
200092,ROXY - Cosy studio 4 min walk from Old Town Square,955586,RENTeGO,,Praha 1,50.09146,14.42547,Entire home/apt,898,1,50,2019-07-04,0.52,21,27
201418,LILI 2 BR a minute walk from Old Town Square and Charles Bridge,955586,RENTeGO,,Praha 1,50.08395,14.41663,Entire home/apt,1441,1,94,2019-09-25,0.98,21,281
201908,Nova - only 10min to Charles Bridge,955586,RENTeGO,,Praha 5,50.07982,14.404,Entire home/apt,590,1,22,2019-03-20,0.23,21,47
201989,Luxury flat in Central Location Theatre 12 1B,383698,Viktor,,Praha 1,50.07802,14.41723,Entire home/apt,1677,1,10,2019-04-02,0.11,59,342
202545,Minka - 10min from Charles Bridge,955586,RENTeGO,,Praha 5,50.07976,14.40387,Entire home/apt,1205,1,37,2019-08-16,0.38,21,117
202584,LORETA - 1 min from Prague Castle,955586,RENTeGO,,Praha 1,50.08796,14.39537,Entire home/apt,945,1,12,2019-08-09,0.13,21,224
207338,Lovely 2 bedroom apartment near Petrin,383698,Viktor,,Praha 5,50.07775,14.40576,Entire home/apt,2078,1,9,2018-12-23,0.13,59,346
207373,Stunning River View apartment ★★★★★,383698,Viktor,,Praha 2,50.07631,14.41517,Entire home/apt,4133,1,174,2019-09-06,1.93,59,300
208007,Tasteful apartment with River View - 62,383698,Viktor,,Praha 2,50.07584,14.4144,Entire home/apt,2456,1,77,2019-09-15,0.81,59,301
209774,Fantastic central Prague 3 Bedroom for 12- PC A21,383698,Viktor,,Praha 1,50.07966,14.4196,Entire home/apt,3496,1,46,2019-09-11,0.49,59,280
209824,Stylish studio in Central Location Theatre 11,383698,Viktor,,Praha 1,50.0802,14.41503,Entire home/apt,1346,1,46,2019-08-20,0.59,59,332
211631,Kaprova - 1min from Old Town Square,955586,RENTeGO,,Praha 1,50.08865,14.41763,Entire home/apt,1275,1,56,2019-09-01,0.58,21,156
211636,Fantastic flat in Central Location Theatre13 1B,383698,Viktor,,Praha 1,50.07819,14.41653,Entire home/apt,1819,1,8,2018-12-31,0.09,59,0
211642,MOLDAU - 10min from Old Town Square,955586,RENTeGO,,Praha 1,50.09302,14.4315,Entire home/apt,1134,1,27,2018-01-07,0.28,21,163
212435,National Theatre32 Central Location,383698,Viktor,,Praha 1,50.08024,14.41495,Entire home/apt,1677,1,28,2019-09-13,0.35,59,315
212527,National Theatre41 Central Location,383698,Viktor,,Praha 1,50.07953,14.41581,Entire home/apt,1937,1,7,2019-08-02,0.75,59,339
212537,National Theatre42 Central Location,383698,Viktor,,Praha 1,50.07987,14.4164,Entire home/apt,1937,1,11,2019-05-23,0.12,59,329
212600,Synagoga - 3 min to Old Town Square,955586,RENTeGO,,Praha 1,50.08944,14.41832,Entire home/apt,1535,1,114,2019-09-16,1.18,21,337
212611,Masaryk - 9 min to Old Town Square,955586,RENTeGO,,Praha 1,50.0884,14.43196,Entire home/apt,1110,1,178,2019-09-15,1.82,21,85
215551,Luxury Old Town apartment A21 - 2B with terrace,383698,Viktor,,Praha 1,50.08505,14.41816,Entire home/apt,2787,1,34,2019-09-06,0.43,59,304
215576,Mala - only 10min to Charles Bridge,955586,RENTeGO,,Praha 5,50.07952,14.40549,Entire home/apt,590,1,34,2019-07-19,0.44,21,48
215583,Kinsky - only 10min to Charles Bridge,955586,RENTeGO,,Praha 5,50.08022,14.40395,Entire home/apt,1205,1,32,2019-08-18,0.34,21,86
215586,Kampa2 - spacious 3BR 10min to Charles Bridge,955586,RENTeGO,,Praha 5,50.07891,14.40419,Entire home/apt,1441,1,14,2019-08-19,0.18,21,84
215591,Heart of Prague: 2 BR only 10min to Charles Bridge,955586,RENTeGO,,Praha 5,50.08114,14.40558,Entire home/apt,1559,14,3,2019-08-21,0.05,21,0
215601,Old Town A23 be in Heart of Prague 2B,383698,Viktor,,Praha 1,50.0845,14.41957,Entire home/apt,2456,1,16,2019-02-03,0.17,59,330
216334,Exclusive Flat in Old Town,383698,Viktor,,Praha 1,50.08361,14.41947,Entire home/apt,2976,1,119,2019-09-11,1.28,59,299
216413,Old Town B53 be in  Heart of Prague 2B,383698,Viktor,,Praha 1,50.08455,14.41917,Entire home/apt,2645,1,69,2019-09-13,0.75,59,317
220569,Klimentska Two-bedroom Apartment,870664,Jan,,Praha 1,50.09318,14.43365,Entire home/apt,2078,1,45,2019-07-31,0.46,10,77
222299,Low-cost Legerova One-bedroom Apt 2,870664,Jan,,Praha 2,50.07519,14.42916,Entire home/apt,992,1,257,2019-09-14,2.64,10,60
224386,Elegant Prague Central Exclusive flat - 13 3B,383698,Viktor,,Praha 1,50.09132,14.4207,Entire home/apt,4015,1,140,2019-09-08,1.75,59,311
224457,Prague Praha Centre Charles Bridge,1167278,Jane And George,,Praha 1,50.08694,14.40876,Entire home/apt,1299,2,233,2018-12-26,2.39,2,157
230657,Klimentska One-bedroom Apartment,870664,Jan,,Praha 1,50.09165,14.43498,Entire home/apt,1394,1,43,2019-09-07,0.44,10,77
247267,Apartment Central Prague - Old Town,113902,Daniel+Bea,,Praha 1,50.08655,14.43328,Entire home/apt,1417,3,365,2019-09-12,3.78,3,289
254416,Apartment near National Theatre,870664,Jan,,Praha 1,50.08087,14.42139,Entire home/apt,1441,1,130,2019-09-14,1.44,10,63
254484,QUIET MIRACULOUS APARTMENT in PRG 1,1336827,Hana,,Praha 1,50.08519,14.40488,Entire home/apt,1701,1,234,2019-09-02,2.48,2,296
278365,Cozy Modern Studio by Ruterra,227945,Alex And Kate,,Praha 3,50.08642,14.44195,Entire home/apt,898,3,158,2019-09-09,1.67,101,145
278524,Stunning 4 Bedrooms flat in Prague City Center,383698,Viktor,,Praha 1,50.08127,14.42025,Entire home/apt,4653,1,144,2019-09-05,1.66,59,229
278550,Spacious 3 bedroom flat in Prague Central B22,383698,Viktor,,Praha 1,50.07985,14.41949,Entire home/apt,3803,1,79,2019-09-13,0.85,59,295
278580,Attractive central Prague 1B for 6 people - PC A42,383698,Viktor,,Praha 1,50.08073,14.41936,Entire home/apt,1960,1,23,2019-07-11,0.29,59,306
279773,Great Life Right Smack in Center!!!,843497,Frantisek,,Praha 1,50.08839,14.41973,Entire home/apt,1771,2,329,2019-09-16,3.69,4,325
287716,KS43-Luxury Serviced 90m2 in Centre,5282,Klara,,Praha 1,50.08151,14.41515,Entire home/apt,6046,1,27,2019-07-15,0.34,69,48
287727,R11-Cozy Serviced 53m2 in Centre,5282,Klara,,Praha 1,50.08861,14.4269,Entire home/apt,3212,1,9,2018-08-19,0.12,69,156
287734,R31-Huge 3bdr Penthouse 2 min. Old Town Square,5282,Klara,,Praha 1,50.08894,14.42704,Entire home/apt,7369,1,12,2019-07-06,0.20,69,18
287763,B11 - Spacious 1bdr in lovely Art Nouveau house,5282,Klara,,Praha 1,50.09018,14.41851,Entire home/apt,3897,1,8,2019-02-11,0.10,69,338
287776,B22-Luxury Serviced 115m2 | Center,5282,Klara,,Praha 1,50.09159,14.41633,Entire home/apt,6259,1,9,2019-07-02,0.12,69,124
291168,Sunny OLD TOWN apartment by Ruterra,227945,Alex And Kate,,Praha 1,50.08963,14.42644,Entire home/apt,1819,2,259,2019-08-25,2.82,101,130
293727,"Beautiful BIG, Sunny, View, Central",826315,Idan & Marta,,Praha 7,50.10006,14.42578,Entire home/apt,2102,5,126,2018-09-03,1.39,4,0
300620,Apartment 15 minutes from centrum,1548689,Josef,,Praha 17,50.07017,14.31801,Entire home/apt,2031,2,19,2019-05-03,0.24,1,358
300648,"10 min to centre, apt. with terrace",1548809,Eva,,Praha 4,50.05911,14.44623,Entire home/apt,1346,2,66,2018-12-22,0.73,1,273
302265,Crystal Suite,1556914,Eugenia,,Praha 2,50.07634,14.42504,Hotel room,2551,2,4,2017-05-30,0.05,5,356
304027,"Romantic, Family PENSION & HOSTEL",1564885,Artharmony,,Praha 2,50.07507,14.42375,Shared room,425,1,229,2019-08-15,2.66,4,344
318204,The flat with a spacious bedroom at I.P.Pavlova,1629431,Alex & Natalia,,Praha 2,50.07257,14.43178,Hotel room,992,2,120,2019-09-14,1.31,19,301
320262,Apartment Prague - Cosy,1629431,Alex & Natalia,,Praha 2,50.07345,14.43152,Hotel room,992,2,187,2019-08-29,2.10,19,292
321289,Apartment for friends,1629431,Alex & Natalia,,Praha 3,50.08451,14.45031,Entire home/apt,803,2,61,2018-10-05,0.67,19,0
324586,Grand Luxury Attic Klimentska - Old Town Square,1660663,Rached,,Praha 1,50.09124,14.4331,Entire home/apt,5173,3,60,2019-08-05,0.69,12,319
342582,Low Cost Hybernska 2-bdr Apartment,870664,Jan,,Praha 1,50.08649,14.43362,Entire home/apt,1134,1,278,2019-09-14,3.05,10,45
342963,"Jane's Attic Apartment 1, easy access to centre",31121,Jana,,Praha 15,50.05323,14.53235,Entire home/apt,803,2,99,2019-03-25,1.10,2,286
342968,Charming Loft Apartment near the City Center,31121,Jana,,Praha 15,50.05426,14.53215,Entire home/apt,803,2,84,2019-07-17,0.92,2,333
346142,River View 42 Two Bedrooms,383698,Viktor,,Praha 2,50.07703,14.41572,Entire home/apt,2220,1,26,2019-09-13,0.31,59,313
354841,Lovely Vinohrady Apartment ,1796561,Olga,,Praha 3,50.07744,14.45232,Entire home/apt,2315,2,20,2019-09-22,0.41,5,273
354842,Beautiful Apartment in Vinohrady,1796561,Olga,,Praha 3,50.07858,14.4549,Entire home/apt,2244,2,38,2016-01-03,0.42,5,212
363381,"62,5 sqm apartment, Nusle,Prague 2",1335023,Sona,,Praha 4,50.06186,14.43286,Entire home/apt,2362,3,159,2019-08-30,1.75,5,266
374937,Romantic Studio Apartment in the Heart of Prague,850917,Mirko,,Praha 1,50.07884,14.43079,Entire home/apt,1346,2,252,2019-09-23,2.87,2,322
375081,Spacious 160 sqm Loft Apartment 3BR,315332,Lubos & Marta,,Praha 1,50.07919,14.42221,Entire home/apt,5409,1,218,2019-09-22,2.40,29,42
407721,"42 sqm apartment, Prague 2, Nusle",1335023,Sona,,Praha 2,50.06706,14.43473,Entire home/apt,1181,3,162,2019-09-20,1.78,5,325
408724,Green Cimburkova Apartment Ruterra,227945,Alex And Kate,,Praha 3,50.08705,14.4504,Entire home/apt,898,3,124,2019-09-09,1.41,101,133
409046,Fairytale Nest by Ruterra,227945,Alex And Kate,,Praha 3,50.0847,14.4537,Entire home/apt,874,3,141,2019-08-27,1.55,101,160
415145,Grand Luxury Attic Josefov - Old Town Square,1660663,Rached,,Praha 1,50.09029,14.42408,Entire home/apt,8526,3,127,2019-09-15,1.43,12,288
435072,Cozy Apartment + Balcony + Jacuzzi,2161031,Marek,,Praha 5,50.06739,14.36796,Entire home/apt,992,2,463,2019-09-18,5.17,6,339
448553,Prague A Bunker,2227448,Alla And Sergiy,,Praha 2,50.07152,14.4331,Entire home/apt,1157,1,328,2019-09-20,3.66,2,315
448629,Charming family B&B breakfast incl,1366084,Jakub,,Praha 1,50.08865,14.39882,Private room,1559,1,41,2019-08-19,0.97,7,139
454062,One bedroom apartment in the heart of the old town,2256064,Jana,,Praha 5,50.0793,14.40524,Entire home/apt,3755,14,2,2017-10-03,0.03,1,192
458931,Ruterra suite by Jewish Synagogue,227945,Alex And Kate,,Praha 1,50.08459,14.43137,Entire home/apt,1417,2,226,2019-09-01,2.53,101,143
465196,Exclusive flat near Old Town - PC Ex22 2B,383698,Viktor,,Praha 1,50.09103,14.41894,Entire home/apt,3401,1,106,2019-09-11,1.19,59,288
472906,"1 room/2 beds,Bathroom+Toilet=quiet part of Prag",2345419,Jan,,Slivenec,50.01073,14.34841,Private room,732,2,21,2019-06-12,0.30,1,29
488703,Modern 32 sqm apartment Prague 10,1335023,Sona,,Praha 10,50.072,14.46348,Entire home/apt,1134,3,130,2019-07-30,1.48,5,334
488748,Studio near the Art Gallery,1629431,Alex & Natalia,,Praha 7,50.10516,14.43668,Entire home/apt,898,3,58,2015-10-09,0.65,19,0
489140,COZY APARTMENT IN CENTRAL LOCATION,2419343,Juliane,,Praha 5,50.06476,14.39497,Entire home/apt,1275,2,40,2019-09-17,0.45,1,328
493375,The Yak Boutique - the eco-friendly place,2399088,Caroline,,Praha 8,50.09391,14.45209,Private room,850,3,199,2019-09-06,2.23,1,341
498646,Bookseller's Sunny Flat,2453534,Roman,,Praha 2,50.06963,14.41799,Entire home/apt,1559,2,294,2019-08-26,3.30,1,285
499804,Sunny Upscale flat downtown Prague,2466699,Bertrand,,Praha 2,50.07183,14.4406,Entire home/apt,1275,1,66,2019-09-07,0.76,1,295
509287,Cozy apartment in perfect location,2509925,Vanesa & Alex,,Praha 5,50.08028,14.40583,Entire home/apt,1252,2,204,2019-09-23,2.32,1,45
516322,RED modern studio by Ruterra,227945,Alex And Kate,,Praha 3,50.08659,14.45101,Entire home/apt,850,3,143,2019-09-02,1.61,101,130
519244,High Spec Apartment Downtown Prague with AC,2555470,Adam & Mary,,Praha 1,50.0928,14.42988,Entire home/apt,2315,2,137,2019-08-21,1.55,9,351
531975,Your cozy & romantic nest in Prague,2609610,Mauro,,Praha 3,50.09142,14.45891,Entire home/apt,1086,1,139,2019-08-12,1.78,14,355
535968,Elite Balcony&Garage Ruterra Loft,227945,Alex And Kate,,Praha 3,50.08431,14.45394,Entire home/apt,1417,2,215,2019-09-08,2.45,101,114
536364,Fashion Loft 5BR (Prague Old Town),9345552,Romana,,Praha 1,50.08137,14.42049,Entire home/apt,5409,2,135,2019-09-01,2.04,48,288
537019,Quiet and Spacious 1BR with Air-condition and Separate Kitchen 41,5282,Klara,,Praha 1,50.08208,14.41525,Entire home/apt,3897,1,21,2017-04-30,0.25,69,15
546405,nice room at the city center,2686341,Veronika,,Praha 2,50.07711,14.44109,Private room,590,2,412,2019-09-15,4.67,2,281
547555,Luxury Two Bedroom Apartment 3 Epoques,2691904,Prague Residences,,Praha 1,50.08524,14.41824,Entire home/apt,12919,2,33,2019-06-18,0.39,38,301
549837,Two Bedroom Apartment 3 Epoques,2691904,Prague Residences,,Praha 1,50.08508,14.41658,Entire home/apt,12919,2,25,2019-02-10,0.29,38,292
551794,Studio 3 Epoques,2691904,Prague Residences,,Praha 1,50.08485,14.41783,Entire home/apt,6472,2,5,2019-08-04,0.06,38,313
551962,Studio Attic 3 Epoques,2691904,Prague Residences,,Praha 1,50.08498,14.41846,Entire home/apt,6472,2,13,2019-07-24,0.38,38,276
552021,One Bedroom Duplex Apartment 3 Epoques,2691904,Prague Residences,,Praha 1,50.08469,14.41828,Entire home/apt,12919,2,11,2019-04-01,0.13,38,296
553291,Apartment  Heart of Old Town Prague,2029497,Igor,,Praha 1,50.09085,14.42668,Entire home/apt,1913,3,292,2019-08-19,3.32,3,339
561841,PRAGUE 3 ŽIŽKOV - PERFECT LOCATION,2729239,Marketa,,Praha 3,50.09347,14.49135,Private room,472,28,56,2019-03-29,0.64,1,254
564492,Sunny and spacious apartment,2775920,Ondrej And Carly,,Praha 10,50.07062,14.45827,Private room,945,2,25,2016-05-28,0.29,1,0
568383,Cozy flat Calm and near the Centre,2796474,Marta,,Praha 5,50.05973,14.40388,Entire home/apt,1016,2,39,2018-05-22,0.44,1,241
575018,comfortable apartment in Prague 8,2828417,Magdalena,,Praha 8,50.11828,14.4696,Entire home/apt,874,3,6,2018-04-02,0.09,1,0
585739,Green apartment near to center,2624366,Renata,,Praha 10,50.07077,14.446,Entire home/apt,1417,2,9,2019-09-08,0.10,2,238
